severity,category,check,file,line,element,measure_n,staff_n,layer_n,xml_id,message,expected,actual,context
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,6372,layer,78,3,,plhjxty,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,6379,layer,78,4,,uwuib0s,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,6384,layer,78,4,,awxkqar,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,6394,layer,78,5,,h1fyftgt,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,6404,layer,79,1,,k5gwqst,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,6425,layer,79,3,,e1jfjtug,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,6432,layer,79,4,,x1id1fm2,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,6446,layer,79,4,,g1dbup7,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,6453,layer,79,5,,lu47h5o,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,6469,layer,80,1,,l1eliuv9,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,6490,layer,80,3,,tu1kkeh,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,6497,layer,80,4,,be7wrfe,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,6512,layer,80,4,,m216bdo,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,6517,layer,80,5,,p1ibykqb,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,6537,layer,81,1,,icw3d89,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,6558,layer,81,3,,l8dy5rb,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,6565,layer,81,4,,ira6b5x,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,6572,layer,81,4,,ntzhr3r,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,6584,layer,81,5,,wfuvsd2,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,6598,layer,82,1,,g1y51il2,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,6619,layer,82,3,,d1nwnyk8,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,6626,layer,82,4,,pi63b3d,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,6634,layer,82,4,,y1yqjy7q,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,6647,layer,82,5,,i1rwbu5v,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,6668,layer,83,1,,f1uuhyrg,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,6689,layer,83,3,,sfjz6gh,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,6696,layer,83,4,,y1lk5p8o,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,6705,layer,83,4,,esiis1,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,6723,layer,83,5,,tb7r4xh,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,6746,layer,84,1,,ftcf7t5,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,6767,layer,84,3,,h77jdg8,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,6774,layer,84,4,,k9k4rt8,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,6781,layer,84,4,,q1dj3k91,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,6799,layer,84,5,,d1raf1ut,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,6819,layer,85,1,,gux3io4,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,6840,layer,85,3,,z15dxnlo,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,6847,layer,85,4,,w17bj1d6,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,6854,layer,85,4,,cimzlh3,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,6872,layer,85,5,,oshg1bd,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,6887,layer,86,1,,e1vf5hp1,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,6908,layer,86,3,,r2n7shg,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,6915,layer,86,4,,h1isz5ua,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,6922,layer,86,4,,o1dfa655,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,6938,layer,86,5,,z14b11ka,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,6948,layer,87,1,,cxfmixu,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,6969,layer,87,3,,g16d16mq,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,6976,layer,87,4,,p6n0m75,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,6989,layer,87,4,,blzvulv,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,6999,layer,87,5,,i1pg012o,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7017,layer,88,1,,e1usxrfn,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7044,layer,88,3,,v7mp2if,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7051,layer,88,4,,zbxe6kr,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7056,layer,88,4,,e89owmw,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7063,layer,88,5,,le0ckuz,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7087,layer,89,1,,g1ddisx3,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7116,layer,89,3,,n1hkx9mm,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7123,layer,89,4,,ew7a9du,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7131,layer,89,4,,l1i27eho,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7146,layer,89,5,,y1oq13yo,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7155,layer,90,1,,oqozqzm,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7182,layer,90,3,,f18zp4ep,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7189,layer,90,4,,r18k7s4l,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7200,layer,90,4,,cyw369m,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7212,layer,90,5,,i1rrqua3,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7221,layer,91,1,,ut0kdhk,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7248,layer,91,3,,u1rsgqw3,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7255,layer,91,4,,yu2o85r,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7270,layer,91,4,,k1cdocmx,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7283,layer,91,5,,sozpxzt,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7297,layer,92,1,,bkj5ht2,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7326,layer,92,3,,jt0bfto,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7333,layer,92,4,,i1o5oc3q,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7338,layer,92,4,,onxkfd8,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7351,layer,92,5,,ar3llah,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7371,layer,93,1,,xzq39ph,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7398,layer,93,3,,k1prsyw0,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7405,layer,93,4,,x71e5nq,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7416,layer,93,4,,g1uw5kpg,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7428,layer,93,5,,q1apvf8y,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7437,layer,94,1,,d1q6hatt,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7464,layer,94,3,,cg0et67,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7471,layer,94,4,,j1i1l6ya,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7485,layer,94,4,,wmny96p,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7495,layer,94,5,,cygauqn,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7504,layer,95,1,,k1u75jo6,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7531,layer,95,3,,r5cmxw7,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7538,layer,95,4,,sw7hvtq,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7549,layer,95,4,,z1ewqn09,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7559,layer,95,5,,h1csl65g,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7573,layer,96,1,,rv63uwx,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7600,layer,96,3,,gwys0co,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7607,layer,96,4,,x1xijku8,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7618,layer,96,4,,e1u21jkb,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7628,layer,96,5,,k2tfpnp,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7637,layer,97,1,,v3o230s,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7664,layer,97,3,,y14zcyt2,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7671,layer,97,4,,d1lrpy41,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7685,layer,97,4,,o18z6p7f,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7697,layer,97,5,,x1fidip4,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7707,layer,98,1,,wypnfau,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7734,layer,98,3,,q1mtb5mg,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7741,layer,98,4,,qzke466,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7753,layer,98,4,,c1amzker,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7766,layer,98,5,,klureyz,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7775,layer,99,1,,b13uqil7,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7818,layer,99,3,,fbcg7g9,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7825,layer,99,4,,a2gjn1j,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7848,layer,99,4,,u7gy912,Layer is underfull against the active meter.,64/3,12,
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7854,layer,99,5,,x1nnw9yn,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7868,layer,100,1,,lmz30pp,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7911,layer,100,3,,u18sly97,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7918,layer,100,4,,nt7tbm1,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7946,layer,100,5,,jnzfd5c,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7960,layer,101,1,,ta8mxco,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7989,layer,101,3,,meb7nsq,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
